player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
Zay Jones,WR,23.226,2018-11-11,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,11,8,93,11.63,1,72.7%,8.45
Andre Holmes,WR,30.148,2018-11-11,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,22,22.00,0,100.0%,22.00
Robert Foster,WR,24.188,2018-11-11,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,4,3,105,35.00,0,75.0%,26.25
Dion Dawkins,LT,24.199,2018-11-11,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,7,7.00,1,100.0%,7.00
Jarius Wright,WR,28.348,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,3,3,22,7.33,0,100.0%,7.33
Curtis Samuel,WR,22.089,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,4,4,18,4.50,0,100.0%,4.50
Greg Olsen,TE,33.242,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,6,4,40,10.00,0,66.7%,6.67
D.J. Moore,WR,21.208,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,4,20,5.00,0,80.0%,4.00
Christian McCaffrey,RB,22.154,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,5,61,12.20,2,100.0%,12.20
Devin Funchess,WR,24.171,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,3,32,10.67,0,60.0%,6.40
Allen Robinson,WR,25.079,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,8,6,133,22.17,2,75.0%,16.63
Anthony Miller,WR,24.033,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,6,5,122,24.40,1,83.3%,20.33
Jordan Howard,RB,24.009,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,1,1,11,11.00,0,100.0%,11.00
Tarik Cohen,WR,23.108,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,7,6,29,4.83,0,85.7%,4.14
Trey Burton,TE,27.013,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,4,4,40,10.00,0,100.0%,10.00
Ben Braunecker,TE,24.277,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,1,1,20,20.00,0,100.0%,20.00
C.J. Uzomah,TE,25.301,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,4,3,23,7.67,0,75.0%,5.75
John Ross,WR,23.349,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,6,2,39,19.50,1,33.3%,6.50
Joe Mixon,HB,22.110,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,2,2,24,12.00,0,100.0%,12.00
Cody Core,WR,24.208,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,2,2,17,8.50,0,100.0%,8.50
Tyler Boyd,WR,23.361,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,4,3,65,21.67,0,75.0%,16.25
Giovani Bernard,HB,26.354,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,3,2,30,15.00,0,66.7%,10.00
Breshad Perriman,WR,25.062,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,2,2,33,16.50,0,100.0%,16.50
David Njoku,TE,22.124,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,18,18.00,0,100.0%,18.00
Jarvis Landry,WR,25.348,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,5,2,22,11.00,0,40.0%,4.40
Duke Johnson,RB,25.049,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,4,4,31,7.75,1,100.0%,7.75
Dontrell Hilliard,RB,23.258,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,6,6.00,0,100.0%,6.00
Rashard Higgins,WR,24.035,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,28,28.00,1,100.0%,28.00
Nick Chubb,RB,22.319,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,3,3,33,11.00,1,100.0%,11.00
Orson Charles,TE,27.288,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,6,6.00,0,100.0%,6.00
Antonio Callaway,WR,21.306,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,2,2,39,19.50,0,100.0%,19.50
Geoff Swaim,TE,25.056,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,3,13,4.33,0,100.0%,4.33
Rod Smith,RB,26.305,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,1,1,14,14.00,0,100.0%,14.00
Dalton Schultz,TE,22.123,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,21,10.50,0,100.0%,10.50
Allen Hurns,WR,26.364,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,40,20.00,0,100.0%,20.00
Michael Gallup,WR,22.221,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,2,34,17.00,0,66.7%,11.33
Ezekiel Elliott,RB,23.112,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,7,6,36,6.00,1,85.7%,5.14
Amari Cooper,WR,24.147,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,10,6,75,12.50,0,60.0%,7.50
Cole Beasley,WR,29.199,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,5,4,37,9.25,0,80.0%,7.40
Levine Toilolo,TE,27.104,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,1,1,16,16.00,0,100.0%,16.00
Michael Roberts,TE,24.188,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,9,9.00,0,33.3%,3.00
Theo Riddick,WR,27.191,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,6,60,10.00,0,85.7%,8.57
Brandon Powell,WR,22.060,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,6,6.00,0,33.3%,2.00
T.J. Jones,WR,26.115,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,2,1,12,12.00,0,50.0%,6.00
Marvin Jones,WR,28.244,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,3,55,18.33,0,42.9%,7.86
Kerryon Johnson,WR,21.134,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,6,6,38,6.33,1,100.0%,6.33
Kenny Golladay,WR,25.008,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,13,6,78,13.00,1,46.2%,6.00
Marquez Valdes-Scantling,WR,24.032,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,7,6,44,7.33,0,85.7%,6.29
Equanimeous St. Brown,WR,22.042,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,3,2,3,1.50,0,66.7%,1.00
Marcedes Lewis,TE,34.176,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,1,1,30,30.00,0,100.0%,30.00
Lance Kendricks,TE,30.285,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,2,2,24,12.00,0,100.0%,12.00
Aaron Jones,RB,23.344,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,5,3,27,9.00,0,60.0%,5.40
Jimmy Graham,TE,31.352,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,1,1,14,14.00,0,100.0%,14.00
Davante Adams,WR,25.322,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,7,4,57,14.25,2,57.1%,8.14
T.J. Yeldon,RB,25.040,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,6,5,51,10.20,0,83.3%,8.50
Dede Westbrook,WR,24.355,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,10,5,30,6.00,0,50.0%,3.00
James O'Shaughnessy,TE,26.301,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,6,5,46,9.20,0,83.3%,7.67
Donte Moncrief,WR,25.097,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,4,3,98,32.67,1,75.0%,24.50
Rashad Greene,WR,26.049,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,1,1,11,11.00,0,100.0%,11.00
Leonard Fournette,RB,23.297,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,5,5,56,11.20,1,100.0%,11.20
Tommy Bohanon,FB,28.062,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,1,1,5,5.00,0,100.0%,5.00
Blake Bell,TE,27.096,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,3,2,27,13.50,0,66.7%,9.00
Spencer Ware,RB,26.353,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,1,1,7,7.00,0,100.0%,7.00
Anthony Sherman,FB,29.335,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,1,1,2,2.00,0,100.0%,2.00
Demarcus Robinson,WR,24.051,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,4,3,30,10.00,0,75.0%,7.50
Travis Kelce,TE,29.037,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,7,6,46,7.67,0,85.7%,6.57
Kareem Hunt,RB,23.097,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,2,2,25,12.50,0,100.0%,12.50
Tyreek Hill,WR,24.255,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,10,7,117,16.71,2,70.0%,11.70
Chris Conley,WR,26.017,2018-11-11,NFL,KAN,,ARI,W 26-14,10,10,Sun,2,1,22,22.00,0,50.0%,11.00
Kenny Stills,WR,26.203,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,3,2,26,13.00,0,66.7%,8.67
DeVante Parker,WR,25.295,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,11,5,43,8.60,0,45.5%,3.91
Nick O'Leary,TE,26.072,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,5,5.00,0,100.0%,5.00
Frank Gore,RB,35.181,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,3,2,12,6.00,0,66.7%,4.00
Mike Gesicki,TE,23.039,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,5,5.00,0,100.0%,5.00
Kenyan Drake,RB,24.289,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,2,2,11,5.50,0,100.0%,5.50
A.J. Derby,TE,27.052,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,2,1,13,13.00,0,50.0%,6.50
Leonte Carroo,WR,24.291,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,20,20.00,0,100.0%,20.00
Kalen Ballage,RB,22.324,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,6,6.00,0,100.0%,6.00
Danny Amendola,WR,33.009,2018-11-11,NFL,MIA,@,GNB,L 12-31,10,10,Sun,10,7,72,10.29,0,70.0%,7.20
Ben Watson,TE,37.328,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,1,1,1.00,0,50.0%,0.50
Michael Thomas,WR,25.253,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,8,8,70,8.75,2,100.0%,8.75
Keith Kirkwood,WR,24.320,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,45,22.50,0,100.0%,22.50
Alvin Kamara,RB,23.109,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,5,4,46,11.50,0,80.0%,9.20
Mark Ingram,RB,28.325,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,3,3,58,19.33,1,100.0%,19.33
Austin Carr,WR,24.321,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,20,10.00,0,100.0%,10.00
Dan Arnold,TE,23.241,2018-11-11,NFL,NOR,@,CIN,W 51-14,9,10,Sun,3,2,25,12.50,0,66.7%,8.33
James White,RB,26.281,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,8,5,31,6.20,0,62.5%,3.88
Jacob Hollister,TE,24.358,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,1,17,17.00,0,50.0%,8.50
Josh Gordon,WR,27.212,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,4,81,20.25,0,33.3%,6.75
Julian Edelman,WR,32.173,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,9,104,11.56,0,75.0%,8.67
Phillip Dorsett,WR,25.310,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,2,18,9.00,0,100.0%,9.00
Tom Brady,QB,41.100,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,1,1,6,6.00,0,100.0%,6.00
Dwayne Allen,TE,28.260,2018-11-11,NFL,NWE,@,TEN,L 10-34,10,10,Sun,1,1,10,10.00,0,100.0%,10.00
Charone Peake,WR,26.026,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,1,1,11,11.00,0,100.0%,11.00
Elijah McGuire,RB,24.163,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,6,3,27,9.00,0,50.0%,4.50
Jordan Leggett,TE,23.284,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,1,1,6,6.00,0,100.0%,6.00
Jermaine Kearse,WR,28.278,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,5,2,16,8.00,0,40.0%,3.20
Chris Herndon,TE,22.261,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,4,3,34,11.33,0,75.0%,8.50
Quincy Enunwa,WR,26.164,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,8,4,18,4.50,0,50.0%,2.25
Isaiah Crowell,RB,25.307,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,2,2,18,9.00,0,100.0%,9.00
Trenton Cannon,RB,24.111,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,4,1,5,5.00,0,25.0%,1.25
Golden Tate,WR,30.101,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,4,2,19,9.50,0,50.0%,4.75
Wendell Smallwood,RB,24.286,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,3,3,30,10.00,0,100.0%,10.00
Jordan Matthews,WR,26.118,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,3,3,40,13.33,0,100.0%,13.33
Alshon Jeffery,WR,28.270,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,8,4,48,12.00,0,50.0%,6.00
Zach Ertz,TE,28.001,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,16,14,145,10.36,2,87.5%,9.06
Corey Clement,RB,24.009,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,2,1,-5,-5.00,0,50.0%,-2.50
Nelson Agholor,WR,25.171,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,7,5,83,16.60,0,71.4%,11.86
Ryan Switzer,WR,24.004,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,2,2,31,15.50,0,100.0%,15.50
JuJu Smith-Schuster,WR,21.351,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,5,3,90,30.00,1,60.0%,18.00
Jaylen Samuels,RB,22.111,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,4,3,22,7.33,1,75.0%,5.50
Roosevelt Nix,FB,26.223,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,2,2,17,8.50,0,100.0%,8.50
Vance McDonald,TE,28.148,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,4,4,44,11.00,1,100.0%,11.00
Jesse James,TE,24.157,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,8,8.00,1,100.0%,8.00
Darrius Heyward-Bey,WR,31.255,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,9,9.00,0,100.0%,9.00
James Conner,RB,23.187,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,8,8.00,0,100.0%,8.00
Antonio Brown,WR,30.121,2018-11-08,NFL,PIT,,CAR,W 52-21,9,10,Thu,6,6,96,16.00,1,100.0%,16.00
Nick Vannett,TE,25.250,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,2,1,8,8.00,1,50.0%,4.00
David Moore,WR,23.300,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,3,1,16,16.00,0,33.3%,5.33
Tyler Lockett,WR,26.044,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,6,5,67,13.40,1,83.3%,11.17
Ed Dickson,TE,31.109,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,1,1,24,24.00,0,100.0%,24.00
Mike Davis,RB,25.265,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,6,4,22,5.50,1,66.7%,3.67
Doug Baldwin,WR,30.051,2018-11-11,NFL,SEA,@,LAR,L 31-36,9,10,Sun,5,5,39,7.80,0,100.0%,7.80
Trent Taylor,WR,24.196,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,1,1,12,12.00,0,100.0%,12.00
Dante Pettis,WR,23.020,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,6,4,12,3.00,0,66.7%,2.00
George Kittle,TE,25.034,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,10,9,83,9.22,0,90.0%,8.30
Kyle Juszczyk,RB,27.203,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,2,2,10,5.00,0,100.0%,5.00
Marquise Goodwin,WR,27.358,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,5,4,69,17.25,0,80.0%,13.80
Matt Breida,RB,23.257,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,4,3,31,10.33,1,75.0%,7.75
Kendrick Bourne,WR,23.100,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,6,4,33,8.25,0,66.7%,5.50
Shaun Wilson,RB,22.344,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,3,1,-4,-4.00,0,33.3%,-1.33
Jacquizz Rodgers,RB,28.278,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,8,8,102,12.75,0,100.0%,12.75
DeSean Jackson,WR,31.345,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,8,5,67,13.40,0,62.5%,8.38
Adam Humphries,WR,25.140,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,3,2,53,26.50,0,66.7%,17.67
O.J. Howard,TE,23.357,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,2,1,15,15.00,0,50.0%,7.50
Chris Godwin,WR,22.257,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,7,7,103,14.71,0,100.0%,14.71
Mike Evans,WR,25.082,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,6,3,51,17.00,0,50.0%,8.50
Cameron Brate,TE,27.131,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,3,1,14,14.00,0,33.3%,4.67
Peyton Barber,RB,24.257,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,1,1,5,5.00,0,100.0%,5.00
Jordan Reed,TE,28.131,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,6,4,51,12.75,0,66.7%,8.50
Adrian Peterson,RB,33.235,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,2,2,1,0.50,0,100.0%,0.50
Maurice Harris,WR,26.000,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,5,5,52,10.40,0,100.0%,10.40
Michael Floyd,WR,28.349,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,3,2,15,7.50,0,66.7%,5.00
Josh Doctson,WR,25.343,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,4,4,46,11.50,1,100.0%,11.50
Kapri Bibbs,RB,25.305,2018-11-11,NFL,WAS,@,TAM,W 16-3,9,10,Sun,4,2,13,6.50,0,50.0%,3.25
Ito Smith,RB,23.068,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,2,2,12,6.00,0,100.0%,6.00
Mohamed Sanu,WR,29.088,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,6,4,56,14.00,0,66.7%,9.33
Calvin Ridley,WR,23.333,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,4,3,32,10.67,0,75.0%,8.00
Logan Paulsen,TE,31.265,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,2,2,19,9.50,0,100.0%,9.50
Julio Jones,WR,29.283,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,9,6,118,19.67,1,66.7%,13.11
Austin Hooper,TE,24.014,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,8,4,27,6.75,0,50.0%,3.38
Tevin Coleman,RB,25.216,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,3,3,27,9.00,0,100.0%,9.00
Jarius Wright,WR,28.358,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,3,3,40,13.33,0,100.0%,13.33
Curtis Samuel,WR,22.099,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,7,5,55,11.00,1,71.4%,7.86
Greg Olsen,TE,33.252,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,3,2,9,4.50,1,66.7%,3.00
D.J. Moore,WR,21.218,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,7,157,22.43,1,87.5%,19.63
Christian McCaffrey,RB,22.164,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,6,57,9.50,0,75.0%,7.13
Devin Funchess,WR,24.181,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,2,39,19.50,0,25.0%,4.88
Allen Robinson,WR,25.086,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,7,3,39,13.00,0,42.9%,5.57
Anthony Miller,WR,24.040,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,3,2,25,12.50,1,66.7%,8.33
Jordan Howard,RB,24.016,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,1,1,2,2.00,0,100.0%,2.00
Taylor Gabriel,WR,27.274,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,9,7,52,7.43,0,77.8%,5.78
Tarik Cohen,RB,23.115,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,5,3,23,7.67,0,60.0%,4.60
Trey Burton,TE,27.020,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,1,1,9,9.00,0,100.0%,9.00
Ben Braunecker,TE,24.284,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,1,1,4,4.00,0,100.0%,4.00
Josh Bellamy,WR,29.184,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,3,2,11,5.50,0,66.7%,3.67
C.J. Uzomah,TE,25.308,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,5,3,41,13.67,0,60.0%,8.20
Auden Tate,WR,21.288,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,1,1,5,5.00,0,100.0%,5.00
John Ross,WR,23.356,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,7,2,27,13.50,1,28.6%,3.86
Joe Mixon,HB,22.117,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,3,3,38,12.67,0,100.0%,12.67
Matt Lengel,TE,27.326,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,1,1,4,4.00,1,100.0%,4.00
Jordan Franks,TE,22.321,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,1,1,5,5.00,0,100.0%,5.00
Tyler Boyd,WR,24.003,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,11,4,71,17.75,0,36.4%,6.45
Giovani Bernard,HB,26.361,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,4,4,20,5.00,0,100.0%,5.00
Geoff Swaim,TE,25.063,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,5,4,24,6.00,0,80.0%,4.80
Rod Smith,RB,26.312,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,2,2,8,4.00,0,100.0%,4.00
Michael Gallup,WR,22.228,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,5,1,10,10.00,0,20.0%,2.00
Ezekiel Elliott,RB,23.119,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,8,7,79,11.29,0,87.5%,9.88
Amari Cooper,WR,24.154,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,5,3,36,12.00,0,60.0%,7.20
Cole Beasley,WR,29.206,2018-11-18,NFL,DAL,@,ATL,W 22-19,10,11,Sun,7,5,51,10.20,0,71.4%,7.29
Courtland Sutton,WR,23.039,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,6,3,78,26.00,0,50.0%,13.00
Emmanuel Sanders,WR,31.246,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,6,4,56,14.00,0,66.7%,9.33
Phillip Lindsay,RB,24.117,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,5,4,27,6.75,0,80.0%,5.40
Matt LaCosse,TE,26.058,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,2,1,9,9.00,0,50.0%,4.50
Andy Janovich,FB,25.179,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,2,1,12,12.00,0,50.0%,6.00
Jeff Heuerman,TE,25.359,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,5,4,20,5.00,0,80.0%,4.00
DaeSean Hamilton,WR,23.253,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,2,1,4,4.00,0,50.0%,2.00
Royce Freeman,RB,22.267,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,1,1,7,7.00,0,100.0%,7.00
Devontae Booker,RB,26.175,2018-11-18,NFL,DEN,@,LAC,W 23-22,10,11,Sun,1,1,4,4.00,0,100.0%,4.00
Levine Toilolo,TE,27.111,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,1,1,13,13.00,0,100.0%,13.00
Theo Riddick,RB,27.198,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,6,5,30,6.00,0,83.3%,5.00
T.J. Jones,WR,26.122,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,1,1,2,2.00,0,100.0%,2.00
Kerryon Johnson,RB,21.141,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,2,2,10,5.00,0,100.0%,5.00
Kenny Golladay,WR,25.015,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,15,8,113,14.13,1,53.3%,7.53
Bruce Ellington,WR,27.088,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,9,6,52,8.67,0,66.7%,5.78
